condition,rep,seed,inherit_prob,overlay_kind,overlay_strength,overlay_error,overlay_corr,mi_thr,stab_window,t_cross,t_stab,dwell,n_innov,fitness_final,mi_final,delta_fitness,delta_mi,t_fit,lag_fit_minus_stab
TAC_s0.75,3,996633379,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,5.0,5.0,0.975,1,35.1421875,0.41459443422918496,2.4609375,0.1641004818820101,36.0,31.0
TAC_s0.75,4,996633380,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,34.64609375,0.45980941795994035,1.7546874999999957,0.19574475992793766,29.0,26.0
TAC_s0.75,5,996633381,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,34.56953125,0.4578275822619028,2.0414062499999943,0.19465251534779587,20.0,17.0
TAC_s0.75,6,996633382,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,36.021875,0.46346104338448024,2.58203125,0.1989858657244804,44.0,41.0
TAC_s0.75,7,996633383,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,34.771875,0.45943016357208705,1.4421875000000028,0.19920519076762028,,
TAC_s0.75,8,996633384,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,4.0,4.0,0.98,1,36.04609375,0.4802297333283989,3.2945312499999986,0.22252338914804032,30.0,26.0
TAC_s0.75,9,996633385,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,4.0,4.0,0.98,1,34.8875,0.41778070938112,2.0773437500000043,0.16041897298385588,29.0,25.0
TAC_s0.75,10,996633386,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,34.5390625,0.4210706871063236,1.7320312499999986,0.1640684967085575,,
TAC_s0.75,11,996633387,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,35.66328125,0.4454817339260475,2.4499999999999957,0.19288636450814456,70.0,67.0
TAC_s0.75,12,996633388,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,33.76171875,0.4076984150236266,0.5,0.1479021626421021,38.0,35.0
TAC_s0.75,13,996633389,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,4.0,4.0,0.98,1,33.86484375,0.46058021219807543,0.9593750000000014,0.19778592771497017,34.0,30.0
TAC_s0.75,14,996633390,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,35.27890625,0.4546066277966464,2.5562499999999986,0.19460593085094713,18.0,15.0
TAC_s0.75,15,996633391,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,4.0,4.0,0.98,1,34.55859375,0.4369173392528109,2.007031249999997,0.17996386418538451,68.0,64.0
TAC_s0.75,16,996633392,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,34.27421875,0.42088988091184276,0.6515625000000043,0.16556172498255872,132.0,129.0
TAC_s0.75,17,996633393,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,35.565625,0.4712571352730891,2.9468749999999986,0.2084687874506327,18.0,15.0
TAC_s0.75,18,996633394,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,4.0,4.0,0.98,1,33.975,0.4479377755486431,1.2742187500000028,0.18632117692827688,92.0,88.0
TAC_s0.75,19,996633395,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,37.096875,0.46034449838338254,3.7015624999999943,0.20175848668222512,40.0,37.0
TAC_s0.75,20,996633396,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,34.78984375,0.4614626270430724,2.2679687500000014,0.19990275951860992,41.0,38.0
TAC_s0.75,21,996633397,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,35.89140625,0.43875053502665984,2.4562500000000043,0.17447580135727647,76.0,73.0
TAC_s0.75,22,996633398,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,4.0,4.0,0.98,1,35.54765625,0.4368084772590263,2.4000000000000057,0.1781433659728362,70.0,66.0
TAC_s0.75,23,996633399,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,36.13671875,0.4748952132806934,2.55078125,0.21810705600673908,148.0,145.0
TAC_s0.75,24,996633400,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,4.0,4.0,0.98,1,34.79609375,0.4473642516002161,2.3101562499999986,0.1936983379563857,54.0,50.0
TAC_s0.75,25,996633401,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,4.0,4.0,0.98,1,35.7203125,0.43093646705369515,2.8874999999999957,0.16489481650087123,,
TAC_s0.75,26,996633402,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,34.54609375,0.43421799177678183,1.8445312499999957,0.1783357769342241,122.0,119.0
TAC_s0.75,27,996633403,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,4.0,4.0,0.98,1,34.37890625,0.4054199463903972,1.3156249999999972,0.13958505944112182,,
TAC_s0.75,28,996633404,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,36.60390625,0.4351920667492933,3.836718750000003,0.1723505452004898,41.0,38.0
TAC_s0.75,29,996633405,0.8,TAC,0.75,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,33.31171875,0.46887027816409854,0.96875,0.2015894305027333,22.0,19.0
TAC_s1.0,0,2606416704,0.8,TAC,1.0,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,42.04140625,0.5111918795921617,9.254687500000003,0.25542572445786804,21.0,18.0
TAC_s1.0,1,2606416705,0.8,TAC,1.0,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,40.07421875,0.5276374898751426,7.030468749999997,0.2764694824439192,22.0,19.0
TAC_s1.0,2,2606416706,0.8,TAC,1.0,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,38.03046875,0.5533607159686792,5.342187499999994,0.29504387786420605,19.0,16.0
TAC_s1.0,3,2606416707,0.8,TAC,1.0,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,37.93359375,0.5271257886390055,4.735937499999999,0.2713789741894119,18.0,15.0
TAC_s1.0,4,2606416708,0.8,TAC,1.0,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,38.31796875,0.4962416480380615,5.293749999999996,0.23978634870756999,55.0,52.0
TAC_s1.0,5,2606416709,0.8,TAC,1.0,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,37.628125,0.5494600457241904,4.516406249999996,0.2879459861079136,40.0,37.0
TAC_s1.0,6,2606416710,0.8,TAC,1.0,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,39.2234375,0.5080399545239194,6.628125000000004,0.24454556828417467,43.0,40.0
TAC_s1.0,7,2606416711,0.8,TAC,1.0,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,39.3453125,0.5444861030131973,6.878124999999997,0.2832980131812444,22.0,19.0
TAC_s1.0,8,2606416712,0.8,TAC,1.0,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,38.184375,0.4948654438362987,5.495312500000004,0.23675235187284238,24.0,21.0
TAC_s1.0,9,2606416713,0.8,TAC,1.0,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,36.3234375,0.5354930596446915,2.7749999999999986,0.27866101786455677,25.0,22.0
