condition,rep,seed,t,fitness,mi,inherit_prob,overlay_kind,overlay_strength,overlay_error,overlay_corr
baseline,0,3892302172,0,32.4703125,0.27173210520292,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,1,33.71171875,0.2759327772246942,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,2,32.68515625,0.2885775867454792,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,3,33.00234375,0.2863161576905204,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,4,32.43671875,0.299593640105982,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,5,31.990625,0.29671729132952085,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,6,32.490625,0.306099883448696,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,7,32.6609375,0.30855745578077964,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,8,33.14140625,0.3002230632024078,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,9,33.61015625,0.3020944767561292,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,10,32.77265625,0.30538061002843225,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,11,32.85625,0.3175081999293201,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,12,33.278125,0.3107698654769565,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,13,32.86171875,0.301099146532426,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,14,32.20234375,0.2918992230081147,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,15,33.303125,0.3007634523541874,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,16,33.58046875,0.30049463297808615,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,17,33.30625,0.29474765188306506,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,18,34.22890625,0.2898018966160285,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,19,32.80625,0.2984785923835557,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,20,33.69375,0.3046525013523652,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,21,33.12109375,0.2954178946590161,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,22,33.121875,0.3111315524357554,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,23,33.278125,0.30275030335066605,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,24,34.10234375,0.30533218609968615,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,25,33.14609375,0.29466736384664083,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,26,33.49921875,0.29903487293112835,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,27,33.159375,0.2985237153600883,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,28,33.24140625,0.2954099354355197,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,29,33.31484375,0.2934525218843366,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,30,32.83359375,0.28365998114447893,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,31,33.37890625,0.2967805891902947,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,32,33.22578125,0.30000952061681785,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,33,33.0609375,0.3163665639589819,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,34,32.74609375,0.30268362073738353,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,35,32.9640625,0.3064191559399624,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,36,33.30859375,0.29135385364398936,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,37,33.8234375,0.29852083024649134,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,38,33.24453125,0.29732789516155844,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,39,34.66875,0.30807060171345424,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,40,33.5671875,0.3113832426821587,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,41,33.85234375,0.31465142052583195,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,42,34.36640625,0.32741997406292656,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,43,33.85390625,0.32169565907993597,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,44,34.46484375,0.31762679445009895,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,45,32.60234375,0.31498798990473514,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,46,33.5765625,0.30428469581850837,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,47,33.49140625,0.3102998772610437,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,48,32.9,0.30138485891209005,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,49,32.97109375,0.3042118919970076,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,50,32.84140625,0.29961722950483105,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,51,32.97109375,0.3094122861124162,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,52,32.5390625,0.3122968694964025,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,53,33.446875,0.31515743874392227,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,54,33.05390625,0.3149278470356218,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,55,34.1859375,0.3086986078686631,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,56,33.5453125,0.3098108828205167,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,57,33.01953125,0.29441289045609165,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,58,33.484375,0.30636514252038133,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,59,33.390625,0.30484183840517937,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,60,32.78984375,0.3035750486665829,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,61,32.8328125,0.3237472468402546,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,62,32.75078125,0.31834607180457497,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,63,32.665625,0.3152130842922999,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,64,33.0875,0.3000540405524015,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,65,33.44921875,0.306490680965394,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,66,33.03515625,0.30559830759076256,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,67,33.01484375,0.30561953220774923,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,68,33.31484375,0.2967232704508449,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,69,33.30859375,0.29744540779306894,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,70,32.82734375,0.30404240555449447,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,71,32.634375,0.31287846111789097,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,72,33.30703125,0.309052254186455,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,73,33.13125,0.3076937578712809,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,74,32.575,0.3119532229942459,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,75,33.01484375,0.31169336299214895,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,76,33.321875,0.3115874020359045,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,77,33.53203125,0.310859527504773,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,78,33.62421875,0.3116068174350072,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,79,33.48359375,0.32560112946856157,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,80,33.28359375,0.31891424870805374,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,81,32.11796875,0.3222288916991982,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,82,33.3234375,0.31279462474754904,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,83,33.378125,0.3191775251668808,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,84,32.8890625,0.30845897461066907,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,85,32.4046875,0.3188998782108339,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,86,32.85703125,0.3121154873450587,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,87,32.33984375,0.2986404074435803,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,88,32.71484375,0.2999915456628538,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,89,32.7140625,0.3108007479644034,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,90,32.484375,0.2983695100698134,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,91,32.5203125,0.29869916922260487,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,92,32.528125,0.3055512801104686,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,93,33.02734375,0.3185762336607371,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,94,33.275,0.3173678174269229,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,95,32.95234375,0.3159576085444751,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,96,33.09609375,0.3150340159554208,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,97,32.2078125,0.3240086505247526,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,98,32.34765625,0.30871353778024524,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,99,32.49609375,0.3186891447329002,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,100,31.4984375,0.3092321299221893,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,101,31.80859375,0.30775367645070695,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,102,32.678125,0.30987959503467577,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,103,33.084375,0.318338521017954,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,104,32.6375,0.3344128807977409,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,105,32.48671875,0.33916531986878534,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,106,32.38828125,0.30657330841205455,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,107,32.46796875,0.3107925298013008,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,108,32.15859375,0.2979173115956044,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,109,32.996875,0.2880857822601045,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,110,32.32265625,0.307095067716422,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,111,32.5375,0.3002086736412458,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,112,32.79375,0.3065656266815269,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,113,32.5515625,0.3027332710465147,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,114,33.20546875,0.2966073754988288,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,115,33.23984375,0.2994144823246299,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,116,33.08046875,0.3093195901843607,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,117,33.340625,0.3011956576863996,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,118,32.86796875,0.3055512369207477,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,119,32.5875,0.2939648142702692,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,120,32.3890625,0.29895682072433327,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,121,32.97890625,0.29952249552192184,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,122,32.6859375,0.30266022517328084,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,123,33.1515625,0.30447683207466325,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,124,33.22734375,0.31242185355080676,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,125,32.1375,0.30553895676285825,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,126,32.684375,0.30261526409566486,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,127,32.22578125,0.3132455955569842,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,128,32.47265625,0.302901540649485,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,129,33.13125,0.30481755653989256,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,130,32.72578125,0.3229615393795239,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,131,32.5765625,0.322315555400143,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,132,33.028125,0.30820309153743686,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,133,33.5828125,0.30583129420865274,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,134,33.24140625,0.3047528084805804,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,135,33.334375,0.3084795894922151,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,136,33.425,0.3009460986304072,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,137,33.815625,0.3126520278167424,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,138,33.81796875,0.32539424471091755,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,139,32.92578125,0.3219967164882152,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,140,33.4640625,0.32414584484643655,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,141,33.70390625,0.30958827977491127,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,142,33.07109375,0.302312591590617,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,143,33.32265625,0.29963449171542056,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,144,33.27421875,0.31045572894764695,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,145,33.48828125,0.3186191869807354,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,146,33.69140625,0.32076562551354454,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,147,32.40078125,0.32017251998580676,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,148,32.68125,0.32218534378941627,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,149,32.9640625,0.32440785070005657,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,150,32.9828125,0.3266862525393145,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,151,33.371875,0.30835963543506206,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,152,33.14765625,0.31224369175489214,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,153,33.54609375,0.30798294015579897,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,154,33.08203125,0.3128872061684555,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,155,32.96953125,0.3024503918260656,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,156,33.81171875,0.3059397852989981,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,157,33.2734375,0.31075288459127526,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,158,33.6765625,0.3071341366399425,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,159,33.734375,0.31504734943156953,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,160,33.45390625,0.3203049837420323,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,161,33.08046875,0.3067531144838969,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,162,33.24453125,0.3140719920335504,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,163,32.73359375,0.3122464047118963,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,164,33.09921875,0.31540786514384817,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,165,32.5453125,0.3194420552025877,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,166,32.83125,0.314396617400594,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,167,32.5875,0.3203480084696249,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,168,33.23359375,0.316366796541795,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,169,33.28359375,0.3205571303029504,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,170,32.9984375,0.31225148724654034,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,171,32.81875,0.3097093738274541,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,172,32.178125,0.3157656428304981,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,173,32.6453125,0.31106625060978554,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,174,32.540625,0.3075926907067241,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,175,32.6015625,0.3038323130825329,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,176,32.42734375,0.3139432784050359,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,177,33.4703125,0.30803191282535836,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,178,33.14609375,0.31597213809368246,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,179,32.8609375,0.3036264873532599,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,180,33.43046875,0.2981232432546538,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,181,33.1890625,0.30481847662021766,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,182,32.821875,0.3025788361106664,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,183,33.4484375,0.3080516671232179,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,184,33.71796875,0.29749581539370784,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,185,32.84609375,0.30323884832767445,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,186,33.1875,0.31156393754732087,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,187,32.725,0.3222819506834472,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,188,32.62265625,0.3255076456672366,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,189,33.140625,0.32994380043028915,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,190,32.9578125,0.3172200094595695,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,191,32.60625,0.3200847481673239,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,192,33.31171875,0.3351368509266708,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,193,33.0125,0.3216297460538181,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,194,33.49921875,0.3279389936874228,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,195,32.9328125,0.3109150539720263,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,196,33.4203125,0.30250264870465454,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,197,33.78046875,0.3018423092850838,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,198,33.0578125,0.3104956569188472,0.8,none,0.0,0.0,0.0
baseline,0,3892302172,199,32.621875,0.31763295863932506,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,0,33.04453125,0.25579421794304624,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,1,33.63359375,0.272065861894465,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,2,32.66484375,0.28281852321531387,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,3,32.73359375,0.28831663083288495,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,4,33.1265625,0.30772518266786864,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,5,33.1765625,0.29150624736399333,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,6,32.79140625,0.29545187881539237,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,7,33.42421875,0.3057386165264866,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,8,32.04921875,0.3093440241609446,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,9,33.959375,0.3082113405968703,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,10,33.6109375,0.31498013034626904,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,11,32.78984375,0.3252873606987521,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,12,32.83125,0.3262030144386972,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,13,32.6359375,0.3102117124211225,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,14,32.79765625,0.31383139782466524,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,15,33.41171875,0.31128356204483965,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,16,32.87578125,0.31003102392815307,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,17,32.98359375,0.3058418098196478,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,18,33.12109375,0.3128121969495727,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,19,33.51875,0.316631515192082,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,20,33.8671875,0.32480746565254814,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,21,33.74609375,0.32471189855309757,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,22,33.37890625,0.2964615246140563,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,23,32.98984375,0.30653597485616874,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,24,33.0484375,0.3058835613766999,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,25,32.9390625,0.2977222687442382,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,26,33.090625,0.31143415973293914,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,27,33.32421875,0.307485800620911,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,28,32.83359375,0.31774831634602385,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,29,32.97578125,0.31303242204286175,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,30,32.5390625,0.3271088663984313,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,31,32.2296875,0.3159300340851259,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,32,33.0671875,0.31073258989491925,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,33,33.08203125,0.318699398028246,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,34,32.93515625,0.30787543352512386,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,35,32.4703125,0.3016471773717784,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,36,33.1484375,0.3039633657051782,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,37,32.609375,0.3145835378155557,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,38,32.60859375,0.3108194510412162,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,39,32.14453125,0.311273949166353,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,40,32.7734375,0.30860298067374764,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,41,32.9359375,0.3114594449841722,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,42,32.796875,0.3237962971774889,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,43,32.896875,0.33138917231478143,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,44,33.01796875,0.3123588555375211,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,45,32.615625,0.30157937436055404,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,46,32.39453125,0.3052013108896519,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,47,32.8875,0.3179018232062397,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,48,33.3328125,0.3176102499825718,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,49,32.4609375,0.3145040916177001,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,50,32.85859375,0.31784275505704707,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,51,32.77578125,0.30551790197323175,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,52,33.246875,0.29856602410721406,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,53,32.64375,0.3136658060444377,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,54,32.6890625,0.318332089057439,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,55,32.92265625,0.3219371449308319,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,56,32.79453125,0.3330414590176916,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,57,33.29296875,0.3296466872092334,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,58,32.5078125,0.3167700740009223,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,59,33.04375,0.320453769389115,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,60,33.0203125,0.3138670771316368,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,61,32.33984375,0.31218596415302163,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,62,33.11484375,0.31481893795609994,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,63,33.23984375,0.2954268299203536,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,64,33.67734375,0.31134102405414077,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,65,33.27734375,0.3178730967641847,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,66,33.34921875,0.3096858103929632,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,67,33.23125,0.2932937449933267,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,68,33.81171875,0.301444175523307,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,69,33.52890625,0.3109929252725986,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,70,33.63046875,0.3073589282425124,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,71,33.26640625,0.3038547432369588,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,72,33.52265625,0.2955164168060773,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,73,32.6125,0.2998475711806666,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,74,33.36875,0.30090430542846536,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,75,33.70703125,0.31527204279216575,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,76,33.45859375,0.30648177490918876,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,77,32.57890625,0.2975801578534043,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,78,33.50234375,0.2943374734447771,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,79,33.68828125,0.30363324851703144,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,80,33.80546875,0.30344518980320145,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,81,33.50234375,0.3030302712670875,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,82,32.76015625,0.3029692887799338,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,83,33.003125,0.2940768382599514,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,84,33.134375,0.2921472852557465,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,85,32.87734375,0.30373769304046055,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,86,33.24921875,0.2965253892860271,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,87,33.3953125,0.2968400369533698,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,88,33.371875,0.29467549841828056,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,89,32.63125,0.2977491454654808,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,90,33.125,0.30639857967076556,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,91,33.065625,0.313620556297323,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,92,33.06796875,0.31914384480087055,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,93,32.77109375,0.3013660295151928,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,94,33.2125,0.29336138052094,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,95,32.771875,0.3003536424481459,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,96,32.65859375,0.3148418245625446,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,97,32.578125,0.2992631116633242,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,98,32.6078125,0.31205678947929216,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,99,32.9703125,0.30359832386342156,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,100,32.803125,0.3051675789504339,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,101,32.159375,0.31453319161401067,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,102,32.184375,0.32313610263178233,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,103,33.0046875,0.32021481590587525,0.8,none,0.0,0.0,0.0
baseline,1,3892302173,104,32.771875,0.3288037475443157,0.8,none,0.0,0.0,0.0
